timestamp,simple-path,time
"2022-06-03 11:55:01.759","/master/welcome",3970
"2022-06-03 11:55:02.195","/master/welcome",377
"2022-06-03 11:55:03.883","/master/sign-in",1621
"2022-06-03 11:55:05.125","/master/welcome",566
"2022-06-03 11:55:06.351","/inventor/xx1/list-mine",1076
"2022-06-03 11:55:08.09","/inventor/xx1/create",1614
"2022-06-03 11:55:09.866","/inventor/xx1/create",568
"2022-06-03 11:55:10.268","/master/welcome",342
"2022-06-03 11:55:10.881","/master/welcome",561
"2022-06-03 11:55:13.248","/master/welcome",272
"2022-06-03 11:55:13.589","/master/welcome",313
"2022-06-03 11:55:14.218","/master/sign-in",568
"2022-06-03 11:55:15.493","/master/welcome",570
"2022-06-03 11:55:16.215","/inventor/xx1/list-mine",565
"2022-06-03 11:55:16.904","/inventor/xx1/create",563
"2022-06-03 11:55:18.824","/inventor/xx1/create",570
"2022-06-03 11:55:19.184","/master/welcome",300
"2022-06-03 11:55:19.805","/master/welcome",564
"2022-06-03 11:55:22.139","/master/welcome",248
"2022-06-03 11:55:22.409","/master/welcome",238
"2022-06-03 11:55:23.024","/master/sign-in",561
"2022-06-03 11:55:24.297","/master/welcome",567
"2022-06-03 11:55:25.009","/inventor/xx1/list-mine",554
"2022-06-03 11:55:25.697","/inventor/xx1/create",566
"2022-06-03 11:55:27.653","/inventor/xx1/create",569
"2022-06-03 11:55:28.0","/master/welcome",285
"2022-06-03 11:55:28.618","/master/welcome",554
"2022-06-03 11:55:30.951","/master/welcome",253
"2022-06-03 11:55:31.232","/master/welcome",248
"2022-06-03 11:55:31.856","/master/sign-in",555
"2022-06-03 11:55:33.1","/master/welcome",570
"2022-06-03 11:55:33.808","/inventor/xx1/list-mine",554
"2022-06-03 11:55:34.499","/inventor/xx1/create",565
