timestamp,simple-path,time
"2022-06-03 12:01:27.979","/master/welcome",4105
"2022-06-03 12:01:28.324","/master/welcome",298
"2022-06-03 12:01:30.563","/master/sign-in",1651
"2022-06-03 12:01:31.821","/master/welcome",583
"2022-06-03 12:01:33.058","/inventor/xx1/list-mine",1083
"2022-06-03 12:01:34.777","/inventor/xx1/create",1599
"2022-06-03 12:01:36.512","/inventor/xx1/create",553
"2022-06-03 12:01:36.907","/master/welcome",332
"2022-06-03 12:01:37.524","/master/welcome",554
"2022-06-03 12:01:39.889","/master/welcome",269
"2022-06-03 12:01:40.174","/master/welcome",257
"2022-06-03 12:01:40.781","/master/sign-in",549
