timestamp,simple-path,time
"2022-04-24 21:24:14.254","/master/welcome",11562
"2022-04-24 21:24:15.487","/master/welcome",1028
"2022-04-24 21:24:20.926","/master/sign-in",4362
"2022-04-24 21:24:23.325","/master/welcome",1164
"2022-04-24 21:24:26.715","/any/chirp/list-recent",2966
"2022-04-24 21:24:30.973","/master/welcome",871
"2022-04-24 21:24:33.127","/any/chirp/list-recent",1152
"2022-04-24 21:24:37.631","/master/welcome",911
"2022-04-24 21:24:38.497","/master/welcome",809
"2022-04-24 21:24:39.905","/master/sign-in",1129
"2022-04-24 21:24:41.923","/master/welcome",1124
"2022-04-24 21:24:44.192","/any/chirp/list-recent",1120
"2022-04-24 21:24:48.39","/master/welcome",844
"2022-04-24 21:24:49.135","/master/welcome",694
"2022-04-24 21:24:50.517","/master/sign-in",1143
"2022-04-24 21:24:53.349","/master/welcome",1229
"2022-04-24 21:24:55.591","/inventor/patronage/list-mine",1665
"2022-04-24 21:24:58.343","/master/welcome",1075
"2022-04-24 21:24:59.7","/master/welcome",1141
"2022-04-24 21:25:02.699","/master/welcome",846
"2022-04-24 21:25:03.519","/master/welcome",764
"2022-04-24 21:25:05.018","/master/sign-in",1165
"2022-04-24 21:25:07.38","/master/welcome",1135
"2022-04-24 21:25:08.94","/inventor/patronage/list-mine",1149
"2022-04-24 21:25:11.778","/master/welcome",890
"2022-04-24 21:25:13.098","/master/welcome",1122
"2022-04-24 21:25:18.258","/master/welcome",609
"2022-04-24 21:25:18.921","/master/welcome",615
"2022-04-24 21:25:20.277","/master/sign-in",1123
"2022-04-24 21:25:22.24","/master/welcome",609
"2022-04-24 21:25:24.102","/inventor/patronage/list-mine",1228
"2022-04-24 21:25:28.66","/inventor/patronage/show",4280
"2022-04-24 21:25:30.599","/master/welcome",1061
"2022-04-24 21:25:31.992","/master/welcome",1160
"2022-04-24 21:25:35.041","/master/welcome",924
"2022-04-24 21:25:35.974","/master/welcome",874
"2022-04-24 21:25:37.537","/master/sign-in",1159
"2022-04-24 21:25:39.655","/master/welcome",650
"2022-04-24 21:25:41.342","/inventor/patronage/list-mine",1205
"2022-04-24 21:25:43.23","/inventor/patronage/show",1638
"2022-04-24 21:25:45.236","/master/welcome",1063
"2022-04-24 21:25:46.625","/master/welcome",1152
"2022-04-24 21:25:51.724","/master/welcome",724
"2022-04-24 21:25:54.228","/any/user-account/list",2199
"2022-04-24 21:25:55.35","/master/welcome",726
"2022-04-24 21:25:56.957","/any/user-account/list",1271
"2022-04-24 21:25:58.131","/master/welcome",787
"2022-04-24 21:25:59.701","/any/user-account/list",1127
"2022-04-24 21:26:00.726","/master/welcome",683
"2022-04-24 21:26:02.304","/any/user-account/list",1190
"2022-04-24 21:26:07.555","/master/welcome",818
"2022-04-24 21:26:09.096","/any/user-account/list",1175
"2022-04-24 21:26:11.143","/any/user-account/show",1634
"2022-04-24 21:26:12.148","/master/welcome",794
"2022-04-24 21:26:13.818","/any/user-account/list",1165
"2022-04-24 21:26:15.284","/any/user-account/show",1151
"2022-04-24 21:26:16.36","/master/welcome",899
"2022-04-24 21:26:18.131","/any/user-account/list",1299
"2022-04-24 21:26:19.552","/any/user-account/show",1133
"2022-04-24 21:26:20.553","/master/welcome",881
"2022-04-24 21:26:22.054","/any/user-account/list",1130
"2022-04-24 21:26:23.424","/any/user-account/show",1120
"2022-04-24 21:26:27.195","/master/welcome",883
"2022-04-24 21:26:27.994","/master/welcome",740
"2022-04-24 21:26:34.519","https://www.youtube.com",699
"2022-04-24 21:26:38.147","/master/welcome",3467
"2022-04-24 21:26:42.509","https://www.youtube.com/watch",615
"2022-04-24 21:26:43.518","/master/welcome",914
"2022-04-24 21:26:48.572","https://www.youtube.com/watch",681
"2022-04-24 21:26:49.678","/master/welcome",1024
"2022-04-24 21:26:56.003","https://www.youtube.com/watch",846
"2022-04-24 21:26:57.286","/master/welcome",1118
"2022-04-24 21:26:59.075","https://www.powerpyx.com",678
"2022-04-24 21:27:00.3","/master/welcome",1060
"2022-04-24 21:27:03.884","https://www.youtube.com/watch",736
"2022-04-24 21:27:08.627","/master/welcome",1867
"2022-04-24 21:27:09.442","/master/welcome",761
"2022-04-24 21:27:11.846","/anonymous/user-account/create",2175
"2022-04-24 21:27:15.929","/master/welcome",1163
"2022-04-24 21:27:18.696","/master/welcome",648
"2022-04-24 21:27:20.641","/master/sign-in",1183
"2022-04-24 21:27:22.849","/master/welcome",671
"2022-04-24 21:27:23.791","/master/welcome",856
"2022-04-24 21:27:25.243","/master/welcome",1186
"2022-04-24 21:27:28.184","/master/welcome",759
"2022-04-24 21:27:28.936","/master/welcome",696
"2022-04-24 21:27:31.037","/anonymous/user-account/create",1198
"2022-04-24 21:27:35.04","/master/welcome",714
"2022-04-24 21:27:37.969","/master/welcome",822
"2022-04-24 21:27:39.364","/master/sign-in",1129
"2022-04-24 21:27:41.641","/master/welcome",697
"2022-04-24 21:27:42.693","/master/welcome",951
"2022-04-24 21:27:44.127","/master/welcome",1139
"2022-04-24 21:27:47.123","/master/welcome",824
"2022-04-24 21:27:48.08","/master/welcome",890
"2022-04-24 21:27:50.045","/anonymous/user-account/create",1153
"2022-04-24 21:27:54.222","/master/welcome",666
"2022-04-24 21:27:57.216","/master/welcome",872
"2022-04-24 21:27:58.743","/master/sign-in",1126
"2022-04-24 21:28:00.857","/master/welcome",684
