timestamp,simple-path,time
"2022-04-24 21:20:38.158","/master/welcome",14751
"2022-04-24 21:20:39.445","/master/welcome",1104
"2022-04-24 21:20:44.452","/master/sign-in",4331
"2022-04-24 21:20:47.181","/master/welcome",1652
"2022-04-24 21:20:50.376","/any/chirp/list-recent",2719
"2022-04-24 21:20:55.832","/master/welcome",1628
"2022-04-24 21:20:58.453","/any/chirp/list-recent",1698
"2022-04-24 21:21:02.566","/master/welcome",811
"2022-04-24 21:21:03.544","/master/welcome",916
"2022-04-24 21:21:05.009","/master/sign-in",1151
"2022-04-24 21:21:07.242","/master/welcome",1115
"2022-04-24 21:21:09.551","/any/chirp/list-recent",1225
"2022-04-24 21:21:13.531","/master/welcome",968
"2022-04-24 21:21:14.339","/master/welcome",743
"2022-04-24 21:21:15.792","/master/sign-in",1180
"2022-04-24 21:21:18.036","/master/welcome",699
"2022-04-24 21:21:20.233","/inventor/patronage/list-mine",1190
"2022-04-24 21:21:22.801","/master/welcome",901
"2022-04-24 21:21:24.336","/master/welcome",1157
"2022-04-24 21:21:27.426","/master/welcome",914
"2022-04-24 21:21:28.301","/master/welcome",811
